ID,irods_path,alignment,component,composition,dcterms:created,dcterms:creator,dcterms:publisher,id_product,id_run,irods::access_time,is_paired_read,lane,library_id,library_type,manual_qc,md5,reference,sample,sample_accession_number,sample_common_name,sample_donor_id,sample_id,sample_lims,sample_supplier_name,sample_uuid,seqchksum,study,study_accession_number,study_id,study_title,tag_index,target,total_reads,type,subset,sweep_or_wgs,sample_source,linking_id
49989_2#232,/seq/illumina/runs/49/49989/lane2/plex232/49989_2#232.cram,1,"{""id_run"":49989,""position"":2,""tag_index"":232}","{""components"":[{""id_run"":49989,""position"":2,""tag_index"":232}]}",2025-01-09T18:55:40Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",2556804b3ced2f5f12ae11757aefcf3605c329f12b8d438506ccd9a695d8d8d0,49989,1736532044,1,2,73716094,pWGS-384,1,f3f7e991f64de2dff15870ba90c389ea,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15050839,ERS21365152,Escherichia coli,TRACS15050839,9919785,SQSCP,TRACS_LCL_195_220150,69c25958-92ad-11ef-b117-0242391542d4,09939dc11f37944b5c87b0105d51657909939dc11f37944b5c87b0105d516579,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,232,1,2056200,cram,target,wgs,blood,220150
49989_1#339,/seq/illumina/runs/49/49989/lane1/plex339/49989_1#339.cram,1,"{""id_run"":49989,""position"":1,""tag_index"":339}","{""components"":[{""id_run"":49989,""position"":1,""tag_index"":339}]}",2025-01-09T18:00:15Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",921405ecd0ee649aa0bd390f33f196add6ea58db941b9d7f083453236217d6cc,49989,1736531488,1,1,73716365,pWGS-384,1,351e3705e8cb515bbda2e39708ed7e4b,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051483,ERS21365861,Escherichia coli,TRACS15051483,9920429,SQSCP,"TRACS_WH_11_M,23.1319371.QA",764e6478-92ad-11ef-b117-0242391542d4,056e5ede28b749c361eb1ea91c6b3984056e5ede28b749c361eb1ea91c6b3984,Whiston,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,339,1,1875264,cram,target,wgs,blood,"M,23.1319371.QA"
49915_3#178,/seq/illumina/runs/49/49915/lane3/plex178/49915_3#178.cram,0,"{""id_run"":49915,""position"":3,""tag_index"":178}","{""components"":[{""id_run"":49915,""position"":3,""tag_index"":178}]}",2024-12-12T02:29:56Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",e5617e33b68de48c509018f1a1f9bd4412d586bccedc037ad3d52fe82f8cb01a,49915,1734006737,1,3,72260370,Standard,1,ac816719e1f2b620dc1cfd0a8a106941,NA,TRACS15052452,ERS21364597,metagenome,TRACS15052452,9919287,SQSCP,TRACS_Sweep_2_PS_797,f839dc18-92aa-11ef-b505-02423c45b5b8,7c2f76eb46a963991f3ada042fd4e45b7c2f76eb46a963991f3ada042fd4e45b,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,178,1,26062866,cram,target,sweep,stool,TRACS_2_PS_797
49937_1#319,/seq/illumina/runs/49/49937/lane1/plex319/49937_1#319.cram,1,"{""id_run"":49937,""position"":1,""tag_index"":319}","{""components"":[{""id_run"":49937,""position"":1,""tag_index"":319}]}",2024-12-18T06:53:12Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",55d6f4cecf2dedaa51c7e834efa3dc6d58b44624b4870903446a6aabd0be36c4,49937,1734621141,1,1,73718187,pWGS-384,1,b7c47f2131c856334ede890e6bee3f6f,/lustre/scratch120/npg_repository/references/Klebsiella_pneumoniae/NC_011283/all/bwa0_6/NC_011283.fasta,TRACS15050443,ERS21364821,Klebsiella pneumoniae,TRACS15050443,9919389,SQSCP,TRACS_2_ES_3032,625160f6-92ad-11ef-b117-0242391542d4,4f7a962f53be424b10977c8d2ce5eebc4f7a962f53be424b10977c8d2ce5eebc,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,319,1,2008100,cram,target,wgs,environmental,TRACS_2_ES_3032
49989_1#116,/seq/illumina/runs/49/49989/lane1/plex116/49989_1#116.cram,1,"{""id_run"":49989,""position"":1,""tag_index"":116}","{""components"":[{""id_run"":49989,""position"":1,""tag_index"":116}]}",2025-01-09T17:19:05Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",9161a5fc2d3d464ac407f6e8e7950f037d77b5b5e774c87c326ab994f3ad83b2,49989,1736531051,1,1,73716375,pWGS-384,1,74926c79f1d2718c7c99fe5bdcd085a2,/lustre/scratch120/npg_repository/references/Klebsiella_pneumoniae/NC_011283/all/bwa0_6/NC_011283.fasta,TRACS15051524,ERS21365902,Klebsiella pneumoniae,TRACS15051524,9920470,SQSCP,"TRACS_WH_172_M,23.1326042.FA",77072a30-92ad-11ef-b117-0242391542d4,7a407b980209a5074b8dbd1378b0e6a47a407b980209a5074b8dbd1378b0e6a4,Whiston,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,116,1,2804408,cram,target,wgs,blood,"M,23.1326042.FA"
49937_1#278,/seq/illumina/runs/49/49937/lane1/plex278/49937_1#278.cram,1,"{""id_run"":49937,""position"":1,""tag_index"":278}","{""components"":[{""id_run"":49937,""position"":1,""tag_index"":278}]}",2024-12-18T06:46:19Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",97d86ab9c8325fb98a3c04a389e1d8da4ee380dd12010daf8a96b98afdfacc71,49937,1734621060,1,1,73717969,pWGS-384,1,989b3dd390a9a3abffc7b1b34f7e8328,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15050574,ERS21364871,Escherichia coli,TRACS15050574,9919520,SQSCP,TRACS_2_ES_3722,651c0e6c-92ad-11ef-b117-0242391542d4,2bebdcf95ddc70bc4a539e3b4f2b4f802bebdcf95ddc70bc4a539e3b4f2b4f80,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,278,1,1925278,cram,target,wgs,environmental,TRACS_2_ES_3722
49990_2#288,/seq/illumina/runs/49/49990/lane2/plex288/49990_2#288.cram,1,"{""id_run"":49990,""position"":2,""tag_index"":288}","{""components"":[{""id_run"":49990,""position"":2,""tag_index"":288}]}",2025-01-09T16:48:18Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",99628a2b3abc6977490c0bd16adf0d5cd9e479f120f4e9422464bee3489875c1,49990,1736857093,1,2,73716916,pWGS-384,1,4a3b9a03a01775e0545cf5d69ae7b919,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051836,ERS21366229,Escherichia coli,TRACS15051836,9920782,SQSCP,TRACS_CA_LIV19,7cb0f830-92ad-11ef-b117-0242391542d4,77926ad30f53c2a564220fc2403b9aab77926ad30f53c2a564220fc2403b9aab,Companion animal,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,288,1,1627432,cram,target,wgs,NA,TRACS_CA_LIV19
49989_1#248,/seq/illumina/runs/49/49989/lane1/plex248/49989_1#248.cram,1,"{""id_run"":49989,""position"":1,""tag_index"":248}","{""components"":[{""id_run"":49989,""position"":1,""tag_index"":248}]}",2025-01-09T17:44:13Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",104e35598693b49cf28f1b76e25623a88cdb151e7771885841d918629cfce59f,49989,1736531309,1,1,73716479,pWGS-384,1,8e1c9383b2addc1ee23f935d5edf20e9,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051561,ERS21365939,Escherichia coli,TRACS15051561,9920507,SQSCP,"TRACS_WH_236_M,23.1327334.PA",77941418-92ad-11ef-b117-0242391542d4,3b90d6812395b3e230befa257250a0c53b90d6812395b3e230befa257250a0c5,Whiston,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,248,1,2669370,cram,target,wgs,blood,"M,23.1327334.PA"
49873_3#87,/seq/illumina/runs/49/49873/lane3/plex87/49873_3#87.cram,0,"{""id_run"":49873,""position"":3,""tag_index"":87}","{""components"":[{""id_run"":49873,""position"":3,""tag_index"":87}]}",2024-11-30T16:54:46Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",199c22bcd5460bcc67b5165d6edd9529911bdc2c6a065e5fc9064c1a6c905f08,49873,1733223846,1,3,73069593,Standard,1,e46e4acab8da347d44a5a7137af88c34,NA,TRACS15052156,ERS21364370,metagenome,TRACS15052156,9918996,SQSCP,TRACS_Sweep_2_PS_076,f4e7cf84-92aa-11ef-b505-02423c45b5b8,502ef8247a6810431e6e7d360d491c53502ef8247a6810431e6e7d360d491c53,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,87,1,28126470,cram,target,sweep,stool,TRACS_2_PS_076
49947_1#278,/seq/illumina/runs/49/49947/lane1/plex278/49947_1#278.cram,1,"{""id_run"":49947,""position"":1,""tag_index"":278}","{""components"":[{""id_run"":49947,""position"":1,""tag_index"":278}]}",2024-12-18T19:19:56Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",4f577ffa435fb06351a8f84d3a32a2bd777ca8cbf0a81a472191803067075747,49947,1734715745,1,1,73717585,pWGS-384,1,f6fd4ba94b8186a6ec8820fba3ae8b72,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15050746,ERS21365124,Escherichia coli,TRACS15050746,9919692,SQSCP,TRACS_LCL_134_217210,68256414-92ad-11ef-b117-0242391542d4,3b73d8c844144f4c1570a53c159d8b673b73d8c844144f4c1570a53c159d8b67,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,278,1,3060100,cram,target,wgs,blood,217210
49915_3#70,/seq/illumina/runs/49/49915/lane3/plex70/49915_3#70.cram,0,"{""id_run"":49915,""position"":3,""tag_index"":70}","{""components"":[{""id_run"":49915,""position"":3,""tag_index"":70}]}",2024-12-12T02:07:44Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",b3179fd7dee4557d45cdfe41bcb021a74695c75e5dab362e3108755ad0a5eb94,49915,1734006534,1,3,72260387,Standard,1,e2eaac945746ebe2a484f87a5c652c1c,NA,TRACS15052392,ERS21364551,metagenome,TRACS15052392,9919232,SQSCP,TRACS_Sweep_2_ES_3289,f7876678-92aa-11ef-b505-02423c45b5b8,376dadf12603127a50f2b31e4491904a376dadf12603127a50f2b31e4491904a,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,70,1,24910004,cram,target,sweep,environmental,TRACS_2_ES_3289
49915_3#93,/seq/illumina/runs/49/49915/lane3/plex93/49915_3#93.cram,0,"{""id_run"":49915,""position"":3,""tag_index"":93}","{""components"":[{""id_run"":49915,""position"":3,""tag_index"":93}]}",2024-12-12T02:12:24Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",56dfb115fb17e786db04623a7f1de6fd43530a20644c1c66af2921d8ed679f0c,49915,1734006574,1,3,72243060,Standard,1,49acaf85f97f667a3f29193bbf3e21c8,NA,TRACS15052305,ERS21364455,metagenome,TRACS15052305,9919145,SQSCP,TRACS_Sweep_2_ES_1926,f695c4e4-92aa-11ef-b505-02423c45b5b8,43eec1a71b1ac8f9651639e97f94e71243eec1a71b1ac8f9651639e97f94e712,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,93,1,28916396,cram,target,sweep,environmental,TRACS_2_ES_1926
49990_2#292,/seq/illumina/runs/49/49990/lane2/plex292/49990_2#292.cram,1,"{""id_run"":49990,""position"":2,""tag_index"":292}","{""components"":[{""id_run"":49990,""position"":2,""tag_index"":292}]}",2025-01-09T16:49:05Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",8dec1df84366b7fb84fd82f49b62f00a38ef1e6a81d1ca7b5bac7e5657b1fead,49990,1736857103,1,2,73717012,pWGS-384,1,b5294901b9a9208bdfc36b26eaa6fdcb,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051840,ERS21366233,Escherichia coli,TRACS15051840,9920786,SQSCP,TRACS_CA_LIV67,7cc260b6-92ad-11ef-b117-0242391542d4,5eea023247f6ff1c23bb53c03731e12d5eea023247f6ff1c23bb53c03731e12d,Companion animal,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,292,1,2191244,cram,target,wgs,NA,TRACS_CA_LIV67
49989_1#221,/seq/illumina/runs/49/49989/lane1/plex221/49989_1#221.cram,1,"{""id_run"":49989,""position"":1,""tag_index"":221}","{""components"":[{""id_run"":49989,""position"":1,""tag_index"":221}]}",2025-01-09T17:39:07Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",bb61964473fcdb024355419a6a2565d8d559e501718f5bd8d46f01d51b218cb4,49989,1736531254,1,1,73716597,pWGS-384,1,426001963d831dbdb72c23844163f58d,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051454,ERS21365832,Escherichia coli,TRACS15051454,9920400,SQSCP,"TRACS_WH_43_M,23.1319354.PA",75c6c392-92ad-11ef-b117-0242391542d4,51dee889706c3db6003d74b71167f70051dee889706c3db6003d74b71167f700,Whiston,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,221,1,2498474,cram,target,wgs,blood,"M,23.1319354.PA"
49937_1#261,/seq/illumina/runs/49/49937/lane1/plex261/49937_1#261.cram,1,"{""id_run"":49937,""position"":1,""tag_index"":261}","{""components"":[{""id_run"":49937,""position"":1,""tag_index"":261}]}",2024-12-18T06:43:28Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",10e4970d6c9e37b3c9f91087b5e2e82a6a64e5689ececad1578745e545bcacf7,49937,1734621028,1,1,73717944,pWGS-384,1,367230bc953ef76b92bd0fcd65326c8e,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051187,ERS21365565,Escherichia coli,TRACS15051187,9920133,SQSCP,TRACS_LCL_710_228550,709b3fd8-92ad-11ef-b117-0242391542d4,00082b952034207b6bfbf72140357a1f00082b952034207b6bfbf72140357a1f,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,261,1,3008732,cram,target,wgs,blood,228550
49989_1#50,/seq/illumina/runs/49/49989/lane1/plex50/49989_1#50.cram,1,"{""id_run"":49989,""position"":1,""tag_index"":50}","{""components"":[{""id_run"":49989,""position"":1,""tag_index"":50}]}",2025-01-09T17:06:01Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",67cf2f18abc08b5fe8ea261046ecf3245ec71ada3b576c7ea2bc37d42c1a01f4,49989,1736530924,1,1,73716323,pWGS-384,1,7dd846ea4941a8f5b143eec3a12a3e83,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051507,ERS21365885,Escherichia coli,TRACS15051507,9920453,SQSCP,"TRACS_WH_158_M,23.1325128.CA",76b21482-92ad-11ef-b117-0242391542d4,5d7f529f0d658d3f036bdb105da8698e5d7f529f0d658d3f036bdb105da8698e,Whiston,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,50,1,2551704,cram,target,wgs,blood,"M,23.1325128.CA"
49937_1#260,/seq/illumina/runs/49/49937/lane1/plex260/49937_1#260.cram,1,"{""id_run"":49937,""position"":1,""tag_index"":260}","{""components"":[{""id_run"":49937,""position"":1,""tag_index"":260}]}",2024-12-18T06:43:16Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",3b781f39b04638253952c321f18f6a13ca05477847fdca53a322f5cf379b7ab0,49937,1734621025,1,1,73717920,pWGS-384,1,b6332cbab1a73f2ecedc562e33177491,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051792,ERS21366186,Escherichia coli,TRACS15051792,9920738,SQSCP,TRACS_CA_LIV61,7bd74a54-92ad-11ef-b117-0242391542d4,7809d6b956408d76428d73180f365f277809d6b956408d76428d73180f365f27,Companion animal,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,260,1,2367432,cram,target,wgs,NA,TRACS_CA_LIV61
49989_1#178,/seq/illumina/runs/49/49989/lane1/plex178/49989_1#178.cram,1,"{""id_run"":49989,""position"":1,""tag_index"":178}","{""components"":[{""id_run"":49989,""position"":1,""tag_index"":178}]}",2025-01-09T17:31:12Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",7abd1b9e2750c799073e0e5e3ef2145132ce105dc233e16ae4c00f7fde926c12,49989,1736531173,1,1,73716331,pWGS-384,1,dd317165399fb700e3e390658483b9f2,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051540,ERS21365918,Escherichia coli,TRACS15051540,9920486,SQSCP,"TRACS_WH_174_M,23.1327141.VA",7737b63c-92ad-11ef-b117-0242391542d4,73336c93158af36f21cd82d747531f6273336c93158af36f21cd82d747531f62,Whiston,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,178,1,1651580,cram,target,wgs,blood,"M,23.1327141.VA"
49989_1#30,/seq/illumina/runs/49/49989/lane1/plex30/49989_1#30.cram,1,"{""id_run"":49989,""position"":1,""tag_index"":30}","{""components"":[{""id_run"":49989,""position"":1,""tag_index"":30}]}",2025-01-09T17:01:29Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",76d469fc5fc204752b88f53376ad3e2a195f3450d55e8490ee5c857e044cb8a5,49989,1736530879,1,1,73716609,pWGS-384,1,1403972bd389ca93c1f31bcde301e1f2,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051505,ERS21365883,Escherichia coli,TRACS15051505,9920451,SQSCP,"TRACS_WH_229_M,23.1328574.BA",76a971ce-92ad-11ef-b117-0242391542d4,4e30d5ec3d1026b5357efc256ae69cab4e30d5ec3d1026b5357efc256ae69cab,Whiston,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,30,1,1604344,cram,target,wgs,blood,"M,23.1328574.BA"
49990_1#374,/seq/illumina/runs/49/49990/lane1/plex374/49990_1#374.cram,1,"{""id_run"":49990,""position"":1,""tag_index"":374}","{""components"":[{""id_run"":49990,""position"":1,""tag_index"":374}]}",2025-01-09T15:54:10Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",b5fa273cdd81e0429bad1f1689ec3dd49a99ff890126fb61ab4c18ad37f5a483,49990,1736856333,1,1,73717591,pWGS-384,1,d9d35cafab0937c86d0be748b493357a,/lustre/scratch120/npg_repository/references/Klebsiella_pneumoniae/NC_011283/all/bwa0_6/NC_011283.fasta,TRACS15050946,ERS21365324,Klebsiella pneumoniae,TRACS15050946,9919892,SQSCP,TRACS_LCL_329_222644,6bd662de-92ad-11ef-b117-0242391542d4,3bb2ebf37b04b58808ce36df03aab6873bb2ebf37b04b58808ce36df03aab687,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,374,1,3460488,cram,target,wgs,blood,222644
49990_2#268,/seq/illumina/runs/49/49990/lane2/plex268/49990_2#268.cram,1,"{""id_run"":49990,""position"":2,""tag_index"":268}","{""components"":[{""id_run"":49990,""position"":2,""tag_index"":268}]}",2025-01-09T16:44:50Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",9264e41497240a987c75b9be11412d7deb181a4bf35489454b055fadb348c8ee,49990,1736857043,1,2,73717010,pWGS-384,1,f940c3090baa8e4c843eb94a86eec920,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051827,ERS21366221,Escherichia coli,TRACS15051827,9920773,SQSCP,TRACS_CA_LIV6,7c83117c-92ad-11ef-b117-0242391542d4,346e3cf63fce61f63e56c79d67aa3d75346e3cf63fce61f63e56c79d67aa3d75,Companion animal,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,268,1,2782790,cram,target,wgs,NA,TRACS_CA_LIV6
49937_1#326,/seq/illumina/runs/49/49937/lane1/plex326/49937_1#326.cram,1,"{""id_run"":49937,""position"":1,""tag_index"":326}","{""components"":[{""id_run"":49937,""position"":1,""tag_index"":326}]}",2024-12-18T06:54:18Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",aa3749f83032a583698c27ff8b05a4391f24677ef9e37f5519361678770b72ad,49937,1734621156,1,1,73717972,pWGS-384,1,c8b1c473a6d062c6e31b85679b151484,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051821,ERS21366215,Escherichia coli,TRACS15051821,9920767,SQSCP,TRACS_CA_LIV29,7c65aef2-92ad-11ef-b117-0242391542d4,0d457707736f15f6785f5bfa20d3353e0d457707736f15f6785f5bfa20d3353e,Companion animal,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,326,1,2679384,cram,target,wgs,NA,TRACS_CA_LIV29
49989_2#272,/seq/illumina/runs/49/49989/lane2/plex272/49989_2#272.cram,1,"{""id_run"":49989,""position"":2,""tag_index"":272}","{""components"":[{""id_run"":49989,""position"":2,""tag_index"":272}]}",2025-01-09T19:02:54Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",16639b06abc6baba0ca44b804a989eedca2bdf61db7222598ddd0004702243f8,49989,1736532121,1,2,73716288,pWGS-384,1,c9c5accb8b318f3b033ad154105968ae,/lustre/scratch120/npg_repository/references/Klebsiella_pneumoniae/NC_011283/all/bwa0_6/NC_011283.fasta,TRACS15050853,ERS21365231,Klebsiella pneumoniae,TRACS15050853,9919799,SQSCP,TRACS_LCL_172_217868,69fd8a46-92ad-11ef-b117-0242391542d4,4c020bce2df0bf2d1131bf092b7ce0154c020bce2df0bf2d1131bf092b7ce015,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,272,1,3711032,cram,target,wgs,blood,217868
49937_1#293,/seq/illumina/runs/49/49937/lane1/plex293/49937_1#293.cram,1,"{""id_run"":49937,""position"":1,""tag_index"":293}","{""components"":[{""id_run"":49937,""position"":1,""tag_index"":293}]}",2024-12-18T06:48:48Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",689e2b1557618a3c9327dc01fc51ae094dd7695ff4dc8e473b9b1e990215960c,49937,1734621088,1,1,73717946,pWGS-384,1,3d898c7c80e45220b1c791505d9d02e8,/lustre/scratch120/npg_repository/references/Klebsiella_pneumoniae/NC_011283/all/bwa0_6/NC_011283.fasta,TRACS15051208,ERS21365586,Klebsiella pneumoniae,TRACS15051208,9920154,SQSCP,TRACS_LCL_774_230720,710fbcf0-92ad-11ef-b117-0242391542d4,30208aba4b8fdf115e765e8860bba8d530208aba4b8fdf115e765e8860bba8d5,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,293,1,1758606,cram,target,wgs,blood,230720
49989_2#68,/seq/illumina/runs/49/49989/lane2/plex68/49989_2#68.cram,1,"{""id_run"":49989,""position"":2,""tag_index"":68}","{""components"":[{""id_run"":49989,""position"":2,""tag_index"":68}]}",2025-01-09T18:24:54Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",8c6187bfacf051ca0b0e445592c251905102b23ffce145a6bb51b7242592523f,49989,1736531719,1,2,73715988,pWGS-384,1,4412bb55b70be662153c294726ccb75e,/lustre/scratch120/npg_repository/references/Klebsiella_pneumoniae/NC_011283/all/bwa0_6/NC_011283.fasta,TRACS15050791,ERS21365193,Klebsiella pneumoniae,TRACS15050791,9919737,SQSCP,TRACS_LCL_103_216780,68f273c8-92ad-11ef-b117-0242391542d4,40edde9d201922646ad18f031ec0a50840edde9d201922646ad18f031ec0a508,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,68,1,2355892,cram,target,wgs,blood,216780
49937_1#116,/seq/illumina/runs/49/49937/lane1/plex116/49937_1#116.cram,1,"{""id_run"":49937,""position"":1,""tag_index"":116}","{""components"":[{""id_run"":49937,""position"":1,""tag_index"":116}]}",2024-12-18T06:18:54Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",cdaf57d0dcbfc22940ccb5893b9745ec57f1ad32b44376c770f864cc96aac5a6,49937,1734620745,1,1,73717911,pWGS-384,1,9c4a03e3b50d859b4892b8a6dd47b8ef,/lustre/scratch120/npg_repository/references/Klebsiella_pneumoniae/NC_011283/all/bwa0_6/NC_011283.fasta,TRACS15050508,ERS21364896,Klebsiella pneumoniae,TRACS15050508,9919454,SQSCP,TRACS_2_ES_3609,63e37a62-92ad-11ef-b117-0242391542d4,7f3681d64a0df7bd6779639c115cc0307f3681d64a0df7bd6779639c115cc030,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,116,1,2550128,cram,target,wgs,environmental,TRACS_2_ES_3609
